relationship_id,from_entity,to_entity,relationship_type,start_date,end_date,source,description
REL_00424,ENT_00298,OFF_00119,beneficiary_of,2017-01-26,,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00425,ENT_00265,OFF_00169,beneficiary_of,2011-06-03,2025-06-02,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00426,ENT_00244,OFF_00016,beneficiary_of,2013-02-16,,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00427,ENT_00081,OFF_00004,director_of,2018-12-27,2022-07-13,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00428,ENT_00204,OFF_00236,shareholder_of,2012-10-24,,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00429,ENT_00159,OFF_00090,officer_of,2011-10-05,,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00430,ENT_00191,OFF_00093,director_of,2015-10-22,,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00431,ENT_00054,OFF_00273,officer_of,2022-01-09,,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00432,ENT_00359,OFF_00288,officer_of,2010-11-22,,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00433,ENT_00044,OFF_00170,shareholder_of,2011-11-27,,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00434,ENT_00141,OFF_00059,officer_of,2023-12-24,2025-02-25,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00435,ENT_00409,OFF_00142,shareholder_of,2019-04-28,,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00436,ENT_00140,OFF_00205,shareholder_of,2021-11-28,,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00437,ENT_00314,OFF_00031,officer_of,2019-05-13,,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00438,ENT_00005,OFF_00024,officer_of,2020-10-16,2024-06-20,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00439,ENT_00427,OFF_00144,shareholder_of,2019-02-26,,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00440,ENT_00474,OFF_00016,officer_of,2013-09-25,2023-09-06,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00441,ENT_00300,OFF_00086,beneficiary_of,2010-12-05,2023-02-22,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00442,ENT_00283,OFF_00025,officer_of,2020-07-27,,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00443,ENT_00297,OFF_00145,shareholder_of,2013-08-29,2024-11-28,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00444,ENT_00191,OFF_00165,shareholder_of,2021-04-04,2023-02-12,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00445,ENT_00107,OFF_00144,beneficiary_of,2018-11-08,2024-06-02,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00446,ENT_00063,OFF_00043,beneficiary_of,2021-06-16,,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00447,ENT_00276,OFF_00253,shareholder_of,2011-04-18,2023-06-20,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00448,ENT_00318,OFF_00009,officer_of,2015-02-06,,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00449,ENT_00186,OFF_00262,officer_of,2016-02-28,2025-03-10,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00450,ENT_00461,OFF_00115,beneficiary_of,2018-05-26,2023-08-05,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00451,ENT_00413,OFF_00214,officer_of,2023-10-18,,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00452,ENT_00028,OFF_00298,officer_of,2011-03-04,2023-02-19,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00453,ENT_00129,OFF_00274,shareholder_of,2014-10-03,2022-07-16,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00454,ENT_00404,OFF_00087,officer_of,2015-07-30,2024-10-17,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00455,ENT_00033,OFF_00249,officer_of,2018-03-15,,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00456,ENT_00335,OFF_00035,officer_of,2017-11-04,,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00457,ENT_00127,OFF_00006,officer_of,2016-11-07,,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00458,ENT_00042,OFF_00019,shareholder_of,2011-03-22,2023-08-27,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00459,ENT_00071,OFF_00077,director_of,2013-07-04,2023-03-08,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00460,ENT_00183,OFF_00133,officer_of,2018-07-30,2023-10-07,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00461,ENT_00096,OFF_00049,shareholder_of,2014-04-17,2024-05-13,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00462,ENT_00412,OFF_00270,director_of,2022-09-30,2025-04-13,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00463,ENT_00418,OFF_00004,shareholder_of,2014-07-29,2025-05-13,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00464,ENT_00294,OFF_00085,director_of,2013-06-06,2023-04-22,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00465,ENT_00277,OFF_00018,director_of,2013-06-04,,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00466,ENT_00453,OFF_00076,beneficiary_of,2010-08-18,2024-05-23,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00467,ENT_00110,OFF_00020,shareholder_of,2022-01-19,2024-11-09,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00468,ENT_00104,OFF_00174,officer_of,2020-07-16,2024-10-30,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00469,ENT_00178,OFF_00258,officer_of,2021-01-11,,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00470,ENT_00472,OFF_00208,shareholder_of,2018-05-20,2022-09-14,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00471,ENT_00455,OFF_00199,director_of,2013-06-08,,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00472,ENT_00208,OFF_00143,shareholder_of,2016-01-26,2022-11-03,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00473,ENT_00263,OFF_00136,shareholder_of,2021-01-26,,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00474,ENT_00027,OFF_00045,director_of,2014-08-12,2025-01-17,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00475,ENT_00006,OFF_00063,beneficiary_of,2015-08-21,2022-12-11,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00476,ENT_00482,OFF_00231,shareholder_of,2014-08-18,2025-06-13,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00477,ENT_00133,OFF_00009,shareholder_of,2023-12-16,2024-10-06,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00478,ENT_00484,OFF_00254,beneficiary_of,2015-11-24,,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00479,ENT_00327,OFF_00185,director_of,2012-09-15,,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00480,ENT_00253,OFF_00264,beneficiary_of,2013-10-24,,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00481,ENT_00035,OFF_00055,director_of,2014-07-30,2024-08-22,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00482,ENT_00192,OFF_00027,officer_of,2022-07-15,2025-05-31,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00483,ENT_00348,OFF_00291,beneficiary_of,2012-06-29,2023-02-07,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00484,ENT_00093,OFF_00043,shareholder_of,2012-03-23,,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00485,ENT_00182,OFF_00212,beneficiary_of,2018-12-16,,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00486,ENT_00041,OFF_00021,officer_of,2021-03-06,,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00487,ENT_00362,OFF_00278,officer_of,2017-09-09,2024-01-02,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00488,ENT_00135,OFF_00116,director_of,2010-08-07,2024-10-15,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00489,ENT_00280,OFF_00275,director_of,2017-05-18,2025-06-09,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00490,ENT_00177,OFF_00181,shareholder_of,2020-02-18,,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00491,ENT_00366,OFF_00091,beneficiary_of,2013-07-15,,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00492,ENT_00462,OFF_00093,shareholder_of,2013-11-01,2023-01-17,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00493,ENT_00171,OFF_00031,director_of,2017-03-01,,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00494,ENT_00022,OFF_00229,officer_of,2017-11-11,2025-02-17,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00495,ENT_00473,OFF_00252,shareholder_of,2011-01-30,,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00496,ENT_00284,OFF_00048,director_of,2014-01-30,2024-12-24,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00497,ENT_00165,OFF_00210,officer_of,2021-10-09,,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00498,ENT_00434,OFF_00244,director_of,2020-08-17,,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00499,ENT_00302,OFF_00153,officer_of,2017-08-09,,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00500,ENT_00020,OFF_00281,officer_of,2017-04-07,2025-04-29,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00501,ENT_00253,OFF_00007,beneficiary_of,2024-01-16,2024-10-27,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00502,ENT_00437,OFF_00117,shareholder_of,2020-07-31,,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00503,ENT_00219,OFF_00116,director_of,2020-07-18,2022-10-01,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00504,ENT_00196,OFF_00096,director_of,2021-12-08,2024-07-06,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00505,ENT_00451,OFF_00287,shareholder_of,2023-07-17,,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00506,ENT_00083,OFF_00122,officer_of,2023-11-20,,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00507,ENT_00033,OFF_00226,shareholder_of,2024-01-19,2022-12-21,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00508,ENT_00331,OFF_00084,officer_of,2019-02-18,,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00509,ENT_00333,OFF_00100,officer_of,2017-05-23,,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00510,ENT_00295,OFF_00147,director_of,2014-01-05,,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00511,ENT_00317,OFF_00042,shareholder_of,2020-11-13,,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00512,ENT_00102,OFF_00226,beneficiary_of,2016-06-06,,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00513,ENT_00108,OFF_00202,officer_of,2022-01-11,,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00514,ENT_00315,OFF_00093,director_of,2016-11-13,2022-09-22,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00515,ENT_00024,OFF_00268,officer_of,2018-10-30,2023-09-26,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00516,ENT_00033,OFF_00198,shareholder_of,2023-11-18,2022-12-20,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00517,ENT_00340,OFF_00155,shareholder_of,2024-06-05,2025-05-25,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00518,ENT_00381,OFF_00160,beneficiary_of,2022-09-02,2022-09-14,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00519,ENT_00123,OFF_00181,beneficiary_of,2020-01-29,2023-02-12,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00520,ENT_00138,OFF_00029,officer_of,2022-09-29,2025-05-04,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00521,ENT_00020,OFF_00092,beneficiary_of,2015-05-09,,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00522,ENT_00420,OFF_00075,beneficiary_of,2015-08-22,,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00523,ENT_00286,OFF_00203,shareholder_of,2021-03-11,,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00524,ENT_00027,OFF_00255,shareholder_of,2023-05-23,2022-07-28,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00525,ENT_00146,OFF_00135,director_of,2022-03-26,,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00526,ENT_00487,OFF_00092,officer_of,2013-06-17,2023-06-24,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00527,ENT_00159,OFF_00199,beneficiary_of,2021-09-06,,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00528,ENT_00458,OFF_00267,director_of,2012-06-05,,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00529,ENT_00112,OFF_00115,shareholder_of,2023-07-11,,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00530,ENT_00147,OFF_00061,director_of,2018-06-27,2025-01-16,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00531,ENT_00253,OFF_00066,director_of,2023-12-13,,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00532,ENT_00129,OFF_00194,director_of,2015-07-11,,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00533,ENT_00232,OFF_00173,beneficiary_of,2024-03-05,,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00534,ENT_00039,OFF_00222,director_of,2016-04-25,2022-10-16,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00535,ENT_00066,OFF_00114,officer_of,2014-07-17,,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00536,ENT_00415,OFF_00020,beneficiary_of,2014-01-27,2023-08-26,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00537,ENT_00368,OFF_00273,shareholder_of,2019-04-15,,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00538,ENT_00015,OFF_00033,shareholder_of,2018-04-12,2022-10-06,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00539,ENT_00085,OFF_00105,director_of,2020-10-22,2022-10-16,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00540,ENT_00366,OFF_00293,director_of,2016-08-04,,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00541,ENT_00063,OFF_00205,beneficiary_of,2016-01-30,2024-02-26,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00542,ENT_00113,OFF_00067,beneficiary_of,2011-04-30,,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00543,ENT_00023,OFF_00005,beneficiary_of,2023-08-03,,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00544,ENT_00270,OFF_00236,beneficiary_of,2011-06-02,2025-02-22,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00545,ENT_00378,OFF_00113,officer_of,2022-10-27,2023-08-31,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00546,ENT_00092,OFF_00037,director_of,2017-11-27,,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00547,ENT_00470,OFF_00082,shareholder_of,2020-04-26,2022-08-15,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00548,ENT_00486,OFF_00085,beneficiary_of,2010-09-13,2022-11-22,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00549,ENT_00288,OFF_00099,director_of,2023-05-31,,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00550,ENT_00000,OFF_00209,beneficiary_of,2012-12-18,,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00551,ENT_00308,OFF_00159,director_of,2012-01-29,2023-12-27,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00552,ENT_00264,OFF_00230,beneficiary_of,2022-03-23,,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00553,ENT_00163,OFF_00268,director_of,2021-08-02,2024-03-29,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00554,ENT_00052,OFF_00247,officer_of,2011-08-26,2023-03-29,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00555,ENT_00285,OFF_00113,director_of,2017-11-17,2022-10-13,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00556,ENT_00161,OFF_00219,shareholder_of,2019-07-22,,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00557,ENT_00457,OFF_00011,officer_of,2022-10-22,2023-12-31,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00558,ENT_00234,OFF_00117,director_of,2014-05-04,,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00559,ENT_00310,OFF_00106,director_of,2022-08-11,2024-05-01,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00560,ENT_00405,OFF_00046,director_of,2019-01-28,,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00561,ENT_00108,OFF_00194,shareholder_of,2023-02-08,2025-05-19,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00562,ENT_00062,OFF_00229,director_of,2019-03-17,2024-12-04,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00563,ENT_00451,OFF_00133,beneficiary_of,2023-04-03,2022-10-19,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00564,ENT_00335,OFF_00211,director_of,2017-12-28,,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00565,ENT_00066,OFF_00169,director_of,2011-05-02,,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00566,ENT_00291,OFF_00190,shareholder_of,2018-06-12,,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00567,ENT_00242,OFF_00250,beneficiary_of,2014-03-29,2024-06-13,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00568,ENT_00478,OFF_00181,beneficiary_of,2012-04-06,,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00569,ENT_00426,OFF_00286,director_of,2015-01-11,2023-03-14,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00570,ENT_00170,OFF_00277,beneficiary_of,2022-09-01,,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00571,ENT_00405,OFF_00204,shareholder_of,2020-12-14,,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00572,ENT_00337,OFF_00213,officer_of,2014-11-05,2024-06-04,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00573,ENT_00216,OFF_00019,director_of,2018-06-27,2025-05-17,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00574,ENT_00077,OFF_00131,shareholder_of,2022-01-02,2024-06-24,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00575,ENT_00277,OFF_00034,director_of,2014-12-21,2023-04-12,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00576,ENT_00288,OFF_00083,officer_of,2016-07-13,2024-12-14,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00577,ENT_00453,OFF_00060,director_of,2017-09-18,2023-10-01,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00578,ENT_00402,OFF_00070,beneficiary_of,2018-02-20,,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00579,ENT_00384,OFF_00055,director_of,2014-11-27,2023-12-23,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00580,ENT_00490,OFF_00029,shareholder_of,2018-10-28,2024-08-28,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00581,ENT_00004,OFF_00065,beneficiary_of,2022-05-22,2023-05-09,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00582,ENT_00471,OFF_00118,shareholder_of,2020-04-11,2023-12-09,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00583,ENT_00286,OFF_00130,shareholder_of,2022-07-28,,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00584,ENT_00342,OFF_00195,officer_of,2015-07-08,,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00585,ENT_00274,OFF_00001,shareholder_of,2015-12-30,,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00586,ENT_00444,OFF_00111,officer_of,2016-05-29,,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00587,ENT_00144,OFF_00270,director_of,2022-01-30,2024-05-03,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00588,ENT_00093,OFF_00252,beneficiary_of,2013-08-11,2022-11-10,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00589,ENT_00082,OFF_00164,officer_of,2020-02-11,2024-01-25,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00590,ENT_00415,OFF_00085,shareholder_of,2015-11-13,2023-05-01,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00591,ENT_00353,OFF_00187,officer_of,2017-12-28,2023-01-17,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00592,ENT_00311,OFF_00255,beneficiary_of,2010-11-23,2023-04-26,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00593,ENT_00358,OFF_00244,director_of,2015-06-13,2022-09-09,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00594,ENT_00262,OFF_00083,beneficiary_of,2010-11-10,2023-10-19,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00595,ENT_00044,OFF_00266,shareholder_of,2018-08-31,,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00596,ENT_00334,OFF_00144,director_of,2020-12-07,2023-10-28,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00597,ENT_00222,OFF_00003,beneficiary_of,2017-11-18,,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00598,ENT_00086,OFF_00012,director_of,2016-03-14,2022-12-16,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00599,ENT_00004,OFF_00107,officer_of,2023-01-29,,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00600,ENT_00362,OFF_00275,shareholder_of,2016-04-22,2022-11-12,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00601,ENT_00284,OFF_00043,beneficiary_of,2012-04-11,2022-09-29,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00602,ENT_00420,OFF_00020,beneficiary_of,2012-03-06,2025-02-22,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00603,ENT_00273,OFF_00223,officer_of,2016-10-28,,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00604,ENT_00261,OFF_00000,director_of,2014-08-14,,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00605,ENT_00205,OFF_00225,shareholder_of,2015-05-19,2025-04-21,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00606,ENT_00364,OFF_00143,shareholder_of,2010-08-19,,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00607,ENT_00324,OFF_00144,shareholder_of,2010-10-08,2023-09-03,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00608,ENT_00052,OFF_00117,director_of,2015-05-03,,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00609,ENT_00077,OFF_00241,director_of,2023-10-10,,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00610,ENT_00419,OFF_00093,shareholder_of,2013-02-25,,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00611,ENT_00415,OFF_00128,beneficiary_of,2011-02-10,,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00612,ENT_00218,OFF_00236,shareholder_of,2022-01-16,,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00613,ENT_00454,OFF_00223,shareholder_of,2019-06-11,,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00614,ENT_00117,OFF_00040,shareholder_of,2018-12-14,2023-03-15,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00615,ENT_00065,OFF_00294,beneficiary_of,2023-08-16,,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00616,ENT_00197,OFF_00230,shareholder_of,2019-11-17,2022-11-27,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00617,ENT_00003,OFF_00214,officer_of,2015-07-10,,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00618,ENT_00131,OFF_00065,shareholder_of,2011-12-22,,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00619,ENT_00083,OFF_00063,beneficiary_of,2017-08-25,,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00620,ENT_00463,OFF_00053,beneficiary_of,2013-02-23,2023-08-20,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00621,ENT_00098,OFF_00164,director_of,2023-01-17,2024-02-23,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00622,ENT_00438,OFF_00107,shareholder_of,2022-01-31,2025-01-28,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00623,ENT_00210,OFF_00087,director_of,2019-06-12,,Panama Papers,Professional relationship connecting offshore entities with individuals.
REL_00624,ENT_00178,OFF_00090,beneficiary_of,2010-10-30,2022-08-11,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00625,ENT_00155,OFF_00001,beneficiary_of,2019-09-30,,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00626,ENT_00154,OFF_00143,shareholder_of,2019-07-14,2023-06-13,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00627,ENT_00115,OFF_00229,beneficiary_of,2014-03-13,2025-05-25,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00628,ENT_00095,OFF_00209,director_of,2014-09-15,,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00629,ENT_00423,OFF_00252,beneficiary_of,2023-03-19,2025-06-26,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00630,ENT_00202,OFF_00286,shareholder_of,2012-01-14,2022-08-23,Paradise Papers,Professional relationship connecting offshore entities with individuals.
REL_00631,ENT_00021,OFF_00155,officer_of,2010-10-23,,Bahamas Leaks,Professional relationship connecting offshore entities with individuals.
REL_00632,ENT_00261,OFF_00176,officer_of,2019-02-12,,Offshore Leaks,Professional relationship connecting offshore entities with individuals.
REL_00633,ENT_00408,OFF_00239,officer_of,2021-03-06,2024-03-31,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00634,ENT_00254,OFF_00045,shareholder_of,2011-04-28,,Pandora Papers,Professional relationship connecting offshore entities with individuals.
REL_00635,ENT_00203,OFF_00080,beneficiary_of,2021-01-12,2023-09-19,Panama Papers,Professional relationship connecting offshore entities with individuals.
